桃園市桃園區,69557,69282,69324,69226,69532,69458,68708,-824,-1.19
臺南市佳里區,7521,7287,7050,6996,6888,6908,6803,-85,-1.23
雲林縣斗六市,16101,15510,15119,14821,14622,14458,14423,-199,-1.36
臺東縣綠島鄉,400,380,369,399,422,434,416,-6,-1.42
新竹縣新豐鄉,9687,9397,9301,9196,9032,8967,8904,-128,-1.42
屏東縣屏東市,25548,24209,23648,23229,23170,23101,22832,-338,-1.46
桃園市平鎮區,33523,33791,33997,34164,34304,34328,33793,-511,-1.49
花蓮縣秀林鄉,2787,2777,2726,2669,2617,2595,2578,-39,-1.49
臺北市大安區,47848,47240,47306,46978,46675,46669,45971,-704,-1.51
基隆市信義區,4924,4814,4884,4877,4964,4863,4887,-77,-1.55
臺中市烏日區,10828,10837,10893,10893,10954,10782,10783,-171,-1.56
臺中市西屯區,36780,36366,36121,36330,36293,36109,35720,-573,-1.58
屏東縣長治鄉,3096,2942,2778,2727,2554,2489,2511,-43,-1.68
花蓮縣吉安鄉,9295,8995,8952,8666,8380,8334,8236,-144,-1.72
新竹縣湖口鄉,12359,11882,11580,11268,11141,10968,10941,-200,-1.8
苗栗縣苗栗市,12809,12332,11916,11422,10920,10758,10723,-197,-1.8
臺東縣臺東市,15813,15034,14543,14169,13839,13745,13589,-250,-1.81
高雄市大寮區,12442,11964,11923,11806,11596,11509,11377,-219,-1.89
桃園市觀音區,9659,9611,9493,9395,9378,9261,9197,-181,-1.93
連江縣北竿鄉,286,262,251,259,256,258,251,-5,-1.95
高雄市那瑪夏區,649,624,610,600,605,599,593,-12,-1.98
高雄市鳳山區,45920,49599,48385,47944,47408,46878,46606,-958,-2.04
高雄市湖內區,3411,3316,3286,3192,3158,3068,3093,-65,-2.06
彰化縣彰化市,36794,35737,35135,34071,33425,33021,32716,-709,-2.12
臺北市中正區,27058,26432,25951,25854,25802,25634,25252,-550,-2.13
屏東縣萬巒鄉,2131,2036,1989,1977,2052,2038,2008,-44,-2.14
屏東縣泰武鄉,852,855,895,899,877,900,858,-19,-2.17
澎湖縣西嶼鄉,962,915,864,845,777,762,760,-17,-2.19
雲林縣虎尾鎮,10950,10597,10370,10101,9896,9903,9674,-222,-2.24
新竹縣竹東鎮,15686,14988,14584,14136,13775,13723,13467,-308,-2.24
嘉義縣民雄鄉,8978,8457,8141,7792,7455,7477,7287,-168,-2.25
基隆市仁愛區,6840,6520,6328,6129,5977,5864,5841,-136,-2.28
高雄市岡山區,13827,13282,12995,12718,12579,12526,12288,-291,-2.31
臺中市沙鹿區,15348,15551,15942,16052,16200,16022,15824,-376,-2.32
臺南市東區,29527,28200,27454,26794,26350,26030,25729,-621,-2.36
屏東縣萬丹鄉,6460,6037,5817,5652,5473,5443,5338,-135,-2.47
高雄市鳥松區,4274,4145,4124,3989,4002,4015,3903,-99,-2.47
宜蘭縣宜蘭市,14213,13808,13556,13387,13165,12918,12831,-334,-2.54
臺中市西區,17564,17163,17012,16788,16662,16472,16237,-425,-2.55
臺南市西港區,2692,2606,2552,2492,2486,2442,2422,-64,-2.57
臺南市歸仁區,9237,9084,8991,8967,8853,8735,8625,-228,-2.58
雲林縣斗南鎮,5885,5557,5321,5168,4911,4830,4784,-127,-2.59
新北市永和區,30041,28716,27913,27044,26385,25958,25699,-686,-2.6
彰化縣員林市,19720,19207,19078,18658,18494,18390,18007,-487,-2.63
新北市三峽區,18087,17594,17466,17188,17130,16908,16677,-453,-2.64
臺南市安定區,3735,3558,3540,3499,3412,3356,3322,-90,-2.64
臺東縣延平鄉,606,604,603,582,562,531,547,-15,-2.67
桃園市大溪區,13540,13429,13358,13229,13152,13080,12801,-351,-2.67
桃園市龜山區,21364,21641,22430,22868,23281,23141,22656,-625,-2.68
基隆市七堵區,6472,6242,6146,5981,5853,5760,5689,-164,-2.8
屏東縣佳冬鄉,2005,1826,1738,1621,1530,1499,1487,-43,-2.81
新北市新店區,32561,31333,30563,29925,29290,28887,28465,-825,-2.82
彰化縣鹿港鎮,13727,13495,13408,13239,13090,13008,12714,-376,-2.87
新北市蘆洲區,29573,28234,27600,27195,26665,26258,25889,-776,-2.91
臺東縣達仁鄉,408,378,374,379,373,374,362,-11,-2.95
臺中市清水區,12993,12578,12409,12115,12034,11882,11676,-358,-2.97
新竹市北區,24139,23665,23245,22991,23106,22831,22400,-706,-3.06
桃園市新屋區,6320,6152,6126,5998,5940,5873,5757,-183,-3.08
南投縣魚池鄉,1756,1648,1569,1476,1355,1312,1313,-42,-3.1
新竹縣寶山鄉,1534,1406,1367,1325,1240,1207,1201,-39,-3.15
基隆市暖暖區,4445,4260,4168,4193,4127,4063,3996,-131,-3.17
彰化縣溪湖鎮,8826,8658,8595,8512,8341,8273,8075,-266,-3.19
花蓮縣花蓮市,16997,16347,15871,15608,15491,15334,14996,-495,-3.2
新北市三重區,49487,47731,46754,45639,44464,43801,43036,-1428,-3.21
高雄市杉林區,1162,1092,1040,973,873,847,845,-28,-3.21
南投縣埔里鎮,10573,9878,9475,9113,8811,8648,8526,-285,-3.23
臺南市永康區,33601,33166,32790,32675,32393,32074,31334,-1059,-3.27
宜蘭縣三星鄉,2105,1967,1868,1816,1681,1643,1626,-55,-3.27
臺南市柳營區,2121,1949,1910,1840,1770,1728,1712,-58,-3.28
屏東縣里港鄉,3591,3604,3508,3269,3088,3027,2986,-102,-3.3
連江縣東引鄉,167,164,179,181,181,180,175,-6,-3.31
宜蘭縣礁溪鄉,4151,3901,3845,3724,3612,3597,3492,-120,-3.32
屏東縣潮州鎮,6513,6247,6025,5772,5602,5459,5415,-187,-3.34
高雄市小港區,21607,20700,20507,20127,19887,19629,19213,-674,-3.39
臺中市大里區,33547,33044,32930,32857,32459,31856,31333,-1126,-3.47
臺中市豐原區,26015,25420,24933,24611,24322,24022,23472,-850,-3.49
新北市烏來區,964,943,940,945,944,930,911,-33,-3.5
南投縣中寮鄉,1584,1458,1286,1198,1109,1120,1070,-39,-3.52
宜蘭縣壯圍鄉,2554,2343,2264,2186,2092,2065,2018,-74,-3.54
南投縣仁愛鄉,2804,2787,2772,2763,2811,2782,2711,-100,-3.56
金門縣金湖鎮,3193,3206,3154,3170,3100,3044,2989,-111,-3.58
臺中市潭子區,16021,15750,15645,15464,15336,15108,14785,-551,-3.59
桃園市蘆竹區,28451,28368,28359,28268,28277,27962,27258,-1019,-3.6
新北市樹林區,28121,27140,26606,25946,25305,24827,24390,-915,-3.62
高雄市三民區,39603,45266,43495,42739,41865,41113,40315,-1510,-3.67
屏東縣瑪家鄉,947,968,973,955,949,939,914,-35,-3.69
新竹縣尖石鄉,2012,1944,1908,1927,1884,1844,1814,-70,-3.72
臺北市松山區,32232,31616,31333,30849,30327,29996,29199,-1128,-3.72
宜蘭縣頭城鎮,3545,3390,3301,3202,3088,3020,2970,-118,-3.82
嘉義縣朴子市,6393,6034,5723,5479,5228,5121,5028,-200,-3.83
宜蘭縣南澳鄉,1297,1272,1214,1168,1167,1149,1122,-45,-3.86
臺北市內湖區,42772,42363,42345,42141,41804,41194,40186,-1618,-3.87
臺中市大雅區,15210,15024,14901,14831,14874,14558,14295,-579,-3.89
高雄市阿蓮區,3757,3534,3447,3320,3226,3157,3096,-130,-4.03
彰化縣和美鎮,13538,13227,13001,12634,12322,12046,11823,-499,-4.05
屏東縣九如鄉,2591,2401,2359,2316,2274,2226,2182,-92,-4.05
嘉義縣中埔鄉,4949,4643,4471,4203,4031,3953,3867,-164,-4.07
臺南市麻豆區,5627,5395,5261,5146,4975,4866,4771,-204,-4.1
新北市中和區,48454,47073,46535,45674,44645,44021,42807,-1838,-4.12
基隆市安樂區,10368,9766,9575,9383,9236,9104,8853,-383,-4.15
高雄市前金區,2490,2344,2303,2244,2179,2105,2087,-92,-4.22
臺南市新化區,5278,5091,5021,4949,4832,4745,4627,-205,-4.24
彰化縣社頭鄉,5853,5586,5438,5274,5153,5029,4933,-220,-4.27
宜蘭縣員山鄉,3506,3318,3231,3194,3077,3042,2945,-132,-4.29
臺中市神岡區,9330,9144,9075,8902,8773,8592,8396,-377,-4.3
彰化縣竹塘鄉,2244,2081,1964,1852,1713,1669,1639,-74,-4.32
臺中市北區,19361,18963,18623,18463,18389,18038,17587,-802,-4.36
彰化縣芬園鄉,2872,2687,2621,2516,2441,2367,2334,-107,-4.38
嘉義市西區,23038,22138,21699,21195,20944,20445,20004,-940,-4.49
花蓮縣萬榮鄉,1024,960,975,959,934,918,892,-42,-4.5
臺東縣海端鄉,848,805,789,745,731,713,698,-33,-4.51
嘉義縣阿里山鄉,849,802,772,761,727,698,694,-33,-4.54
高雄市林園區,9550,9131,8833,8535,8248,8031,7872,-376,-4.56
花蓮縣光復鄉,1324,1253,1188,1155,1102,1048,1050,-52,-4.72
彰化縣埤頭鄉,4258,4074,3979,3878,3751,3687,3573,-178,-4.75
南投縣信義鄉,2686,2551,2498,2393,2383,2323,2269,-114,-4.78
新北市深坑區,2720,2523,2447,2311,2215,2197,2109,-106,-4.79
臺中市東區,9841,9607,9477,9474,9383,9134,8932,-451,-4.81
高雄市路竹區,7719,7395,7329,7085,6920,6777,6587,-333,-4.81
臺南市安平區,9898,9469,9302,9196,9014,8857,8579,-435,-4.83
彰化縣秀水鄉,6046,5832,5713,5595,5440,5262,5175,-265,-4.87
臺中市龍井區,11956,11739,11729,11696,11495,11217,10929,-566,-4.92
臺中市后里區,8304,8134,7944,7791,7740,7534,7359,-381,-4.92
高雄市左營區,31659,30188,29427,28488,27689,27173,26320,-1369,-4.94
金門縣烏坵鄉,120,104,101,94,81,83,77,-4,-4.94
雲林縣西螺鎮,7139,6838,6587,6363,6230,6117,5921,-309,-4.96
臺中市南區,18086,17842,17889,17879,17626,17274,16751,-875,-4.96
臺北市北投區,36675,36206,35809,35462,34880,33897,33137,-1743,-5
苗栗縣苑裡鎮,6918,6368,5880,5192,4750,4633,4512,-238,-5.01
彰化縣線西鄉,2503,2407,2291,2236,2174,2088,2065,-109,-5.01
臺中市霧峰區,8435,8275,8203,8230,8202,8022,7789,-413,-5.04
基隆市中正區,5471,5163,5013,4802,4587,4502,4356,-231,-5.04
高雄市鹽埕區,2418,2251,2119,1992,1898,1865,1802,-96,-5.06
高雄市茂林區,330,307,295,297,296,282,281,-15,-5.07
金門縣金城鎮,4913,4852,4747,4685,4457,4345,4230,-227,-5.09
嘉義縣水上鄉,5031,4744,4429,4179,3925,3854,3725,-200,-5.1
高雄市前鎮區,24109,22936,22223,21561,20884,20443,19791,-1093,-5.23
花蓮縣新城鄉,2645,2568,2540,2454,2415,2347,2288,-127,-5.26
雲林縣莿桐鄉,3723,3495,3336,3254,3132,3065,2964,-168,-5.36
宜蘭縣大同鄉,1179,1160,1130,1127,1081,1051,1023,-58,-5.37
南投縣鹿谷鄉,1687,1572,1460,1385,1333,1306,1260,-73,-5.48
嘉義縣義竹鄉,1667,1511,1388,1246,1165,1135,1101,-64,-5.49
嘉義市東區,18205,17467,16889,16409,15980,15523,15099,-881,-5.51
臺南市新營區,10904,10507,10333,10171,9984,9713,9429,-555,-5.56
屏東縣麟洛鄉,963,880,853,843,827,801,781,-46,-5.56
新北市坪林區,582,557,538,508,503,484,475,-28,-5.57
花蓮縣瑞穗鄉,1271,1169,1114,1069,1076,1038,1016,-60,-5.58
南投縣竹山鎮,6935,6509,6200,5983,5751,5586,5427,-324,-5.63
臺北市中山區,29539,29228,29214,28948,28488,27750,26877,-1611,-5.66
臺北市大同區,17989,17771,17659,17411,16800,16314,15840,-960,-5.71
臺南市南區,13710,13454,13241,12960,12683,12322,11958,-725,-5.72
臺南市下營區,2670,2576,2503,2396,2304,2257,2172,-132,-5.73
宜蘭縣羅東鎮,12404,12101,12067,11912,11952,11614,11266,-686,-5.74
新北市瑞芳區,4481,4220,4000,3867,3720,3610,3505,-215,-5.78
彰化縣田中鎮,5576,5288,5115,4948,4790,4689,4511,-279,-5.82
基隆市中山區,4797,4508,4394,4236,4119,4015,3877,-242,-5.88
高雄市燕巢區,3443,3208,3075,2953,2843,2770,2675,-168,-5.91
新北市泰山區,12697,12337,12179,12017,11653,11364,10958,-695,-5.96
高雄市大社區,3945,3799,3684,3530,3449,3308,3243,-206,-5.97
臺南市關廟區,3926,3757,3587,3473,3362,3283,3158,-204,-6.07
彰化縣永靖鄉,5257,5032,4842,4621,4449,4347,4179,-270,-6.07
臺北市文山區,40444,39841,39480,38554,37830,36851,35530,-2300,-6.08
嘉義縣大林鎮,3673,3356,3203,3061,2971,2885,2790,-181,-6.09
新竹縣關西鎮,3917,3489,3252,3046,2846,2717,2672,-174,-6.11
屏東縣車城鄉,998,920,860,799,751,731,705,-46,-6.13
高雄市桃源區,723,689,669,665,684,659,641,-43,-6.29
雲林縣古坑鄉,3667,3441,3280,3107,2936,2908,2750,-186,-6.34
臺南市鹽水區,2987,2843,2727,2592,2489,2385,2331,-158,-6.35
臺東縣關山鎮,1170,1067,1014,969,941,897,881,-60,-6.38
臺南市官田區,2268,2180,2103,2065,2023,2003,1891,-132,-6.52
彰化縣花壇鄉,5973,5833,5702,5501,5377,5222,5026,-351,-6.53
花蓮縣玉里鎮,2978,2855,2769,2592,2511,2390,2346,-165,-6.57
臺南市學甲區,2916,2782,2679,2563,2401,2351,2243,-158,-6.58
苗栗縣卓蘭鎮,2271,2090,1908,1690,1500,1453,1400,-100,-6.67
宜蘭縣蘇澳鎮,4591,4418,4328,4178,4076,3933,3800,-276,-6.77
屏東縣高樹鄉,2500,2340,2243,2126,1972,1890,1838,-134,-6.8
雲林縣崙背鄉,3237,3005,2851,2692,2559,2471,2384,-175,-6.84
彰化縣埔鹽鄉,4000,3770,3669,3514,3399,3255,3166,-233,-6.85
雲林縣土庫鎮,3988,3760,3670,3493,3382,3264,3149,-233,-6.89
臺中市大肚區,8321,8071,7974,7917,7725,7490,7193,-532,-6.89
臺中市外埔區,4269,4192,4109,4046,4012,3902,3735,-277,-6.9
雲林縣北港鎮,5411,5134,4962,4813,4659,4484,4336,-323,-6.93
彰化縣芳苑鄉,3827,3606,3472,3343,3219,3091,2996,-223,-6.93
屏東縣霧臺鄉,379,362,361,337,346,331,322,-24,-6.94
高雄市旗山區,4120,3919,3773,3606,3571,3478,3321,-250,-7
彰化縣埔心鄉,4355,4200,4114,4011,3868,3751,3597,-271,-7.01
新竹市香山區,11336,10968,10856,10725,10641,10265,9893,-748,-7.03
苗栗縣三灣鄉,783,724,687,650,597,584,555,-42,-7.04
新北市三芝區,2715,2542,2396,2234,2114,2008,1964,-150,-7.1
屏東縣枋寮鄉,2703,2537,2421,2284,2208,2170,2051,-157,-7.11
彰化縣二林鎮,7113,6666,6375,6051,5876,5635,5454,-422,-7.18
嘉義縣大埔鄉,593,560,510,465,443,431,411,-32,-7.22
臺南市北區,18577,18158,17920,17422,16965,16520,15736,-1229,-7.24
臺北市士林區,38813,38251,38064,37468,36808,35590,34132,-2676,-7.27
高雄市大樹區,5071,4808,4647,4462,4276,4124,3963,-313,-7.32
雲林縣褒忠鄉,1553,1454,1372,1288,1200,1154,1112,-88,-7.33
臺中市大甲區,12394,12107,12040,11910,11752,11261,10889,-863,-7.34
南投縣水里鄉,1950,1806,1686,1624,1536,1497,1423,-113,-7.36
高雄市彌陀區,2570,2418,2331,2220,2126,2034,1969,-157,-7.38
屏東縣獅子鄉,649,624,637,618,609,597,564,-45,-7.39
雲林縣口湖鄉,3094,2902,2741,2545,2365,2253,2190,-175,-7.4
花蓮縣豐濱鄉,384,354,335,309,310,293,287,-23,-7.42
屏東縣恆春鎮,4512,4355,4222,4073,4026,3871,3727,-299,-7.43
雲林縣林內鄉,2400,2220,2125,1997,1871,1826,1728,-143,-7.64
屏東縣南州鄉,994,932,922,868,850,834,785,-65,-7.65
臺南市六甲區,2773,2593,2502,2432,2364,2299,2183,-181,-7.66
臺南市玉井區,1466,1402,1328,1275,1239,1194,1144,-95,-7.67
屏東縣林邊鄉,2060,1871,1763,1704,1637,1584,1511,-126,-7.7
南投縣集集鎮,1174,1114,1045,966,912,887,841,-71,-7.79
嘉義縣鹿草鄉,1479,1312,1212,1099,1053,991,970,-83,-7.88
新竹縣新埔鎮,3908,3703,3505,3333,3217,3016,2963,-254,-7.9
臺北市南港區,16847,16844,16840,16458,16228,15631,14942,-1286,-7.92
彰化縣福興鄉,6539,6240,6156,6001,5751,5470,5289,-462,-8.03
高雄市甲仙區,622,556,549,505,484,463,445,-39,-8.06
屏東縣竹田鄉,1583,1493,1448,1375,1339,1310,1231,-108,-8.07
高雄市梓官區,4173,3981,3913,3758,3710,3570,3410,-300,-8.09
臺中市東勢區,6144,5913,5751,5617,5478,5263,5034,-444,-8.11
彰化縣溪州鄉,3994,3797,3695,3451,3270,3106,3003,-267,-8.17
雲林縣元長鄉,2819,2626,2439,2297,2179,2072,2000,-179,-8.21
臺北市信義區,29633,28995,28658,27984,27065,26052,24823,-2242,-8.28
嘉義縣竹崎鄉,3982,3680,3519,3363,3258,3135,2988,-270,-8.29
臺南市後壁區,2364,2205,2120,1957,1840,1753,1687,-153,-8.32
南投縣名間鄉,4609,4304,4048,3798,3643,3502,3340,-303,-8.32
嘉義縣溪口鄉,1453,1343,1270,1174,1105,1050,1013,-92,-8.33
金門縣金沙鎮,2009,1959,1876,1827,1737,1658,1592,-145,-8.35
嘉義縣番路鄉,1306,1164,1101,1056,972,921,890,-82,-8.44
花蓮縣壽豐鄉,1903,1813,1761,1673,1634,1603,1494,-140,-8.57
屏東縣內埔鄉,6170,5759,5432,5157,4867,4601,4449,-418,-8.59
屏東縣鹽埔鄉,2981,2846,2752,2661,2499,2379,2281,-218,-8.72
臺中市和平區,1298,1249,1260,1283,1236,1195,1128,-108,-8.74
屏東縣東港鎮,7314,6984,6772,6565,6356,6019,5796,-560,-8.81
臺南市山上區,689,645,606,616,601,558,548,-53,-8.82
花蓮縣富里鄉,1203,1103,1070,1010,917,890,836,-81,-8.83
苗栗縣通霄鎮,4593,4284,3933,3548,3261,3074,2973,-288,-8.83
屏東縣琉球鄉,1660,1540,1450,1351,1256,1193,1145,-111,-8.84
臺中市石岡區,1933,1806,1718,1635,1569,1487,1430,-139,-8.86
臺南市七股區,2568,2473,2407,2304,2182,2031,1987,-195,-8.94
新竹縣橫山鄉,1530,1424,1350,1248,1213,1191,1104,-109,-8.99
連江縣莒光鄉,134,134,138,124,122,124,111,-11,-9.02
臺東縣成功鎮,1633,1494,1416,1374,1307,1230,1189,-118,-9.03
金門縣烈嶼鄉,1111,1087,1076,987,921,867,837,-84,-9.12
南投縣國姓鄉,1932,1810,1690,1570,1497,1418,1360,-137,-9.15
雲林縣臺西鄉,2616,2426,2282,2200,2084,1999,1890,-194,-9.31
新竹縣五峰鄉,700,699,669,659,644,597,584,-60,-9.32
臺南市白河區,3052,2827,2617,2545,2388,2302,2164,-224,-9.38
臺東縣大武鄉,799,741,712,663,645,613,584,-61,-9.46
彰化縣田尾鄉,3660,3488,3403,3265,3178,3054,2874,-304,-9.57
苗栗縣後龍鎮,5052,4859,4611,4360,4123,3891,3723,-400,-9.7
新北市萬里區,2735,2625,2463,2262,2149,2004,1940,-209,-9.73
彰化縣二水鄉,1677,1570,1530,1459,1389,1282,1253,-136,-9.79
臺中市大安區,2353,2231,2137,2082,2123,2034,1912,-211,-9.94
苗栗縣公館鄉,4775,4531,4308,4128,3905,3678,3514,-391,-10.01
嘉義縣梅山鄉,2082,1930,1828,1747,1649,1570,1483,-166,-10.07
苗栗縣泰安鄉,854,838,791,749,705,668,633,-72,-10.21
新竹縣芎林鄉,2418,2316,2214,2106,2001,1890,1795,-206,-10.29
苗栗縣三義鄉,2287,2205,2128,2000,1851,1765,1658,-193,-10.43
新竹縣北埔鄉,1122,1055,969,925,863,796,773,-90,-10.43
雲林縣東勢鄉,1581,1421,1368,1273,1175,1097,1052,-123,-10.47
高雄市永安區,1726,1721,1646,1587,1502,1429,1341,-161,-10.72
臺東縣東河鄉,804,773,737,683,667,631,595,-72,-10.79
嘉義縣新港鄉,4296,3965,3681,3433,3228,3032,2879,-349,-10.81
雲林縣二崙鄉,3395,3133,2909,2804,2633,2462,2348,-285,-10.82
臺南市南化區,862,805,764,745,766,738,683,-83,-10.84
高雄市美濃區,3992,3733,3501,3328,3198,3024,2851,-347,-10.85
苗栗縣銅鑼鄉,2342,2302,2222,2015,1876,1791,1671,-205,-10.93
臺中市新社區,3429,3238,3090,2964,2803,2598,2494,-309,-11.02
臺北市萬華區,22945,22641,22469,21765,20950,19922,18636,-2314,-11.05
嘉義縣布袋鎮,2812,2546,2375,2251,2111,1997,1877,-234,-11.08
屏東縣新埤鄉,834,781,733,709,714,676,634,-80,-11.2
臺東縣卑南鄉,1990,1896,1870,1803,1756,1666,1559,-197,-11.22
屏東縣新園鄉,4104,3743,3470,3324,3080,2944,2731,-349,-11.33
高雄市內門區,1411,1312,1206,1118,1066,988,943,-123,-11.54
嘉義縣六腳鄉,2102,1960,1847,1678,1530,1445,1353,-177,-11.57
新竹縣峨眉鄉,491,455,435,419,422,395,373,-49,-11.61
雲林縣大埤鄉,2363,2194,2078,1990,1900,1796,1677,-223,-11.74
雲林縣四湖鄉,2384,2145,1976,1813,1704,1602,1502,-202,-11.85
臺南市將軍區,1771,1643,1571,1494,1436,1368,1264,-172,-11.98
臺東縣鹿野鄉,850,813,763,729,697,654,613,-84,-12.05
新北市金山區,2760,2594,2481,2315,2129,1961,1872,-257,-12.07
臺南市左鎮區,371,335,321,287,292,282,255,-37,-12.67
苗栗縣大湖鄉,1857,1733,1653,1513,1378,1289,1203,-175,-12.7
臺東縣長濱鄉,671,639,607,574,565,524,493,-72,-12.74
臺南市楠西區,1037,963,898,834,770,710,671,-99,-12.86
高雄市旗津區,3350,3186,3056,2906,2717,2538,2365,-352,-12.96
臺南市大內區,1000,913,879,790,722,661,627,-95,-13.16
臺南市東山區,2203,2074,1914,1826,1725,1578,1493,-232,-13.45
高雄市六龜區,1430,1322,1245,1147,1122,1038,970,-152,-13.55
臺南市北門區,1118,1046,985,938,880,814,760,-120,-13.64
苗栗縣獅潭鄉,416,389,342,300,285,256,246,-39,-13.68
臺東縣太麻里鄉,1371,1308,1291,1206,1147,1047,988,-159,-13.86
新北市石碇區,807,777,719,664,615,564,529,-86,-13.98
苗栗縣造橋鄉,1603,1566,1478,1363,1271,1212,1091,-180,-14.16
雲林縣水林鄉,2702,2487,2386,2234,2078,1921,1781,-297,-14.29
嘉義縣東石鄉,2649,2430,2297,2175,1979,1848,1692,-287,-14.5
彰化縣大城鄉,2010,1882,1802,1664,1511,1390,1290,-221,-14.63
屏東縣滿州鄉,790,733,683,646,608,565,519,-89,-14.64
新北市貢寮區,1197,1052,1002,885,773,703,655,-118,-15.27
新北市雙溪區,845,779,751,694,637,592,538,-99,-15.54
苗栗縣頭屋鄉,1287,1239,1175,1083,1018,925,842,-176,-17.29
苗栗縣南庄鄉,1327,1277,1190,1091,997,890,811,-186,-18.66
臺南市龍崎區,327,292,254,222,211,199,171,-40,-18.96
屏東縣枋山鄉,654,606,557,515,474,405,382,-92,-19.41
苗栗縣西湖鄉,754,690,621,544,479,417,385,-94,-19.62
